episode,rewards_total2
327,-69.6662136939
328,-70.819876073
329,-69.6127868365
330,-70.0652611075
331,-72.2091410773
332,-72.5044364166
333,-70.9000241633
334,-67.2940977718
335,-70.7391287412
336,-70.9011789515
337,-67.4890292273
338,-72.8291350188
339,-71.916722433
340,-72.925000204
341,-74.052345208
342,-70.9480779484
343,-70.358908677
344,-72.7611866471
345,-69.9672584049
346,-69.9982886802
347,-69.155895621
348,-66.9974877502
349,-67.7142313266
350,-72.4330116192
351,-68.4956528316
352,-16.2830092962
353,-2686.05175309
354,-2342.16447253
355,-2598.07099315
356,-2497.6415874
357,-2192.6308531
358,-2187.58813093
359,-2567.81416482
360,-2418.94322855
361,-2238.41287843
362,-2450.04742456
363,-2322.52987081
364,-2683.39258544
365,-2487.50922945
366,-2273.27232669
367,-16.3225205875
368,-15.4834698321
369,-16.1907771897
370,-15.8566049021
371,-15.7594867603
372,-15.049932658
373,-15.6410440066
374,-16.7586636766
375,-16.1698535855
376,-16.5998048289
377,-16.6015134562
378,-15.6356393768
379,-16.9210663468
380,-15.7346261737
381,-16.5647341399
382,-15.3907265579
383,-15.7520288091
384,-16.1829563732
385,-15.5655857573
386,-15.9609655347
387,-16.0111417484
388,-15.8863363854
389,-17.6410278537
390,-15.9882167017
391,-16.3203892848
392,-13.5953654954
393,-2228.90086182
394,-2158.71566441
395,-2724.68207683
396,-2249.42185796
397,-2452.78799087
398,-2223.74537271
399,-2401.25671982
400,-2381.77303054
401,-2564.8683435
402,-2651.53961221
403,-2479.77354029
404,-2357.96284978
405,-2771.94617013
406,-2805.65496735
407,-2559.41748658
408,-2279.5275765
409,-2294.77876151
410,-2495.13188579
411,-2612.57439405
412,-3.87881286737
413,-28.4849457407
414,-2572.57676426
415,-2504.04638597
416,-2574.76619915
417,-2309.0934038
418,-2462.93428341
419,-2310.07931251
420,-2353.48769293
421,-2416.86073463
422,-2582.77391788
423,-2316.05650561
424,-2224.3208008
425,-2353.37666469
426,-2235.92409359
427,-2675.71469095
428,-2457.13402821
429,-2556.8583096
430,-2720.01934514
431,-2474.36758454
432,-2440.38951376
433,-2198.80871803
434,-2458.16054798
435,-2597.44844918
436,-2509.99915018
437,-2475.18470562
438,-2427.21355211
439,-2599.72299952
440,-2575.03783133
441,-2507.39456627
442,-2298.82030773
443,-2276.03788823
444,-2641.04467396
445,-2434.66066635
446,-2256.60345866
447,-2480.9562833
448,-2766.37495543
449,-2266.37782165
450,-2300.53163187
451,-2158.44252
452,-2658.66002515
453,-374.571851745
454,-15.140116618
455,-16.5061888082
456,-16.0336706972
457,-16.1450629475
458,-15.7281696
459,-17.0033208141
460,-16.1775369014
461,-15.8567383998
462,-16.4715176023
463,-15.8840397582
464,-16.5535774587
465,-16.3907733723
466,-16.233320322
467,-16.0965913948
468,-15.8152099751
469,-16.4734137511
470,-15.4474847987
471,-16.1350820307
472,-17.1307290282
473,-15.9392040293
474,-14.9226719764
475,-16.5622771646
476,-15.9475220887
477,-15.7081869178
478,-15.2498237713
479,-16.2692286663
480,-15.5568231098
481,-16.4066076027
482,-15.6522277492
483,-16.3592742596
484,-16.980897388
485,-15.2723996825
486,-16.0800343931
487,-15.953909186
488,-16.7928046873
489,-16.2053080206
490,-15.7951533906
491,-14.8706612573
492,-16.0080062088
493,-15.1137664086
494,-15.6156256228
495,-15.5281616737
496,-16.8748707965
497,-17.5845020927
498,-16.1874737953
499,-17.3189881498
500,-16.3060502792
501,-9.09689517009
502,-2541.91368626
503,-2468.1361944
504,-2242.42996031
505,-2623.53377704
506,-2592.98109758
507,-2412.48924636
508,-2297.61690042
509,-2698.82995677
510,-2507.52366325
511,-2216.827747
512,-2592.7171107
513,-2205.07214934
514,-2142.39392357
515,-2548.70836649
516,-2471.03112625
517,-2179.06376721
518,-2787.14448136
519,-2615.83035123
520,-2398.75103019
521,-2302.90471552
522,-2630.01796303
523,-9.26733965393
524,-8.92836975173
525,-8.99440762508
526,-9.23792266052
527,-9.19256091121
528,-9.20400717509
529,-9.14466110374
530,-9.49866172418
531,-8.88939592161
532,-9.03137093632
533,-9.1142129662
534,-9.00289778689
535,-9.22937215377
536,-9.17206370797
537,-8.84276473797
538,-9.23431895269
539,-8.95113272662
540,-9.14802836867
541,-8.9406578741
542,-9.124335287
543,-9.07417261733
544,-9.22199480934
545,-8.9072381723
546,-8.90868351581
547,-8.96830866599
548,-8.71472630714
549,-8.79039645076
550,-9.17113559869
551,-9.33634956062
552,-24.2411796066
553,-2572.06135381
554,-2140.47939902
555,-2199.95912594
556,-2414.34116974
557,-2384.95763413
558,-2725.30443107
559,-2397.74405115
560,-2557.9509163
561,-2512.66870457
562,-2450.98829645
563,-2264.00748514
564,-2159.17744505
565,-2310.03981248
566,-2599.83569518
567,-2260.64267758
568,-2087.97981654
569,-54.026171767
570,-2591.43653385
571,-2588.8698926
572,-2227.15023775
573,-2356.81005776
574,-2408.76143682
575,-2424.32393915
576,-2513.80052796
577,-2558.80372465
578,-2288.80753858
579,-2212.1468247
580,-2727.89163932
581,-2339.03959805
582,-2379.61322805
583,-2637.82899714
584,-2654.96939794
585,-2318.4984666
586,-2763.93787756
587,-2604.90455322
588,-2449.93382078
589,-2611.04520905
590,-2151.76702511
591,-2381.72122042
592,-2405.11462343
593,-2416.88669482
594,-2459.99672678
595,-2548.71056042
596,-2399.94489905
597,-2463.33502838
598,-2690.50219303
599,-2269.45521179
600,-1899.06610719
601,-14.288540973
602,-16.9713506047
603,-16.4373770867
604,-16.2162471365
605,-17.2659141096
606,-15.7031040009
607,-15.5672674538
608,-15.3304646325
609,-16.2839130626
610,-15.8976750618
611,-16.4478150075
612,-16.0940852337
613,-15.2044662993
614,-16.2890380601
615,-15.014042013
616,-17.317021564
617,-16.9181477304
618,-16.8078183982
619,-15.5173269333
620,-15.0797008569
621,-16.0954832454
622,-16.5641348028
623,-17.1280819913
624,-15.5368903021
625,-16.3095734399
626,-16.2375726527
627,-16.4605027662
628,-15.9971195548
629,-17.2384816046
630,-15.8464333247
631,-16.8909425554
632,-15.9754438958
633,-16.0657021333
634,-16.9608577971
635,-23.3119096964
636,-16.1269512565
637,-15.1037606081
638,-16.9667685753
639,-15.2546967756
640,-16.4875560565
641,-15.9395130315
642,-17.3689513285
643,-16.4785267998
644,-14.940842748
645,-22.4164096162
646,-22.2062035136
647,-16.8572420815
648,-23.1474344793
649,-19.810887235
650,-18.3773650307
651,-15.4274294145
652,-17.469568575
653,-16.6156226972
654,-2434.97619144
655,-2468.20996516
656,-2434.55528334
657,-2284.17809407
658,-2506.50155429
659,-2397.12801047
660,-2404.03692012
661,-2755.17080667
662,-2685.38490896
663,-2192.67938581
664,-2214.03822598
665,-2402.02265491
666,-2400.2771027
667,-2332.86517887
668,-2216.60015151
669,-2331.17240975
670,-2226.28895656
671,-2568.38118968
672,-2182.11431995
673,-2600.87002957
674,-2619.01126977
675,-2312.07545117
676,-2652.69246692
677,-2506.31534274
678,-2773.10986448
679,-2221.98023331
680,-2386.26855555
681,-2553.13125929
682,-2229.12363054
683,-2185.08468886
684,-2751.62710924
685,-2766.55350361
686,-2760.85129303
687,-2367.21562237
688,-2269.35349986
689,-2625.17087692
690,-2471.15744078
691,-2284.62685799
692,-2200.31774169
693,-2161.50392337
694,-2276.33969079
695,-2235.44979077
696,-2430.62261984
697,-2360.6237929
698,-2222.01512649
699,-2577.60237891
700,-2231.08955721
701,-2264.12608413
702,-2254.91853264
703,-2511.37759135
704,-1894.9998255
705,-2252.64965162
706,-2504.2341096
707,-2361.53108061
708,-2266.53627898
709,-2718.08524962
710,-2637.24998031
711,-2668.81632318
712,-2203.12481845
713,-2436.91743319
714,-2342.82556288
715,-2597.27337045
716,-2193.42655897
717,-2179.91596943
718,-2558.86108365
719,-2408.81004235
720,-2206.23368781
721,-2640.54029417
722,-2843.59005555
723,-2305.03402324
724,-2491.89923996
725,-2182.65062989
726,-2352.72846676
727,-2283.87714994
728,-2621.52330904
729,-2528.21034115
730,-40.4214764453
731,-2574.37845996
732,-2227.10291227
733,-2254.41025953
734,-2614.21181215
735,-2294.26995349
736,-2349.82939259
737,-2263.49289635
738,-2725.17017691
739,-2691.66630743
740,-2298.70488646
741,-2513.93135496
742,-2169.14271642
743,-2457.83174183
744,-2614.62135376
745,-2660.23872687
746,-2137.39488019
747,-190.759867276
748,-182.529107836
749,-189.257866727
750,-193.814199945
751,-191.694010099
752,-180.223318123
753,-177.85275812
754,-185.715374172
755,-165.455192138
756,-189.747238361
757,-187.581065852
758,-351.803499978
759,-177.093786569
760,-157.859633096
761,-2202.51881517
762,-2192.3685591
763,-2593.60716785
764,-2584.28154034
765,-2282.82667803
766,-2195.09236612
767,-2216.9597247
768,-2668.55295056
769,-2598.96017068
770,-2443.26903929
771,-2390.88791934
772,-2299.44472298
773,-2863.39324052
774,-2416.6315205
775,-2282.31080507
776,-2147.6756302
777,-2481.92447574
778,-2347.78230729
779,-2366.47023116
780,-2228.74718112
781,-2284.00431233
782,-2231.36821492
783,-2513.12647772
784,-2220.06083739
785,-2440.90086683
786,-2628.18594566
787,-2479.53150321
788,-2409.75747897
789,-2214.92635944
790,-2296.79994417
791,-2267.73297693
792,-2218.65841021
793,-2583.00372866
794,-2402.23401475
795,-2393.57725007
796,-2460.74005436
797,-2240.33227153
798,-2443.97020724
799,-2329.93715385
800,-2383.55429782
801,-2674.04132411
802,-2517.73863811
803,-2584.72029392
804,-2704.95409321
805,-2671.78062268
806,-2152.56300697
807,-2316.89235938
808,-2738.79855772
809,-2657.32143506
810,-2500.64428643
811,-2645.73197363
812,-2581.89198935
813,-2456.60593671
814,-2626.90513178
815,-2182.41227831
816,-2445.33347403
817,-2150.05797725
818,-2710.31081114
819,-2363.15986037
820,-2707.04056719
821,-2651.42652519
822,-2150.58698104
823,-2651.86653121
824,-62.2539157988
825,-2643.46769186
826,-2222.87319237
827,-32.2587790085
828,-103.977475873
829,-45.6012982134
830,-41.1316078438
831,-199.975695618
832,-42.6867709631
833,-2351.14194474
834,-2349.86924068
835,-2319.71959683
836,-2350.66009408
837,-2154.82115109
838,-2737.74268602
839,-2487.04364908
840,-2304.67975699
841,-2506.47087165
842,-2389.59423998
843,-2765.29094711
844,-2336.32670971
845,-21.2420950404
846,-169.09044629
847,-2333.57432972
848,-177.778827645
849,-258.926453489
850,-244.570642011
851,-112.74897232
852,-75.0612727769
853,-45.1956901691
854,-28.2876832529
855,-101.975259737
856,-80.4418529543
857,-181.708594538
858,-134.002496511
859,-180.266909736
860,-2134.75872467
861,-2522.94684477
862,-2173.08831803
863,-2520.92260133
864,-2509.35861931
865,-2588.647544
866,-2491.25634649
867,-2254.92349793
868,-2303.08402107
869,-2342.88091816
870,-2583.50199761
871,-2220.82481441
872,-2406.46783471
873,-2405.056367
874,-2616.23013343
875,-2168.73437749
876,-2475.80893798
877,-2453.46382671
878,-2206.94256856
879,-2157.11309029
880,-2659.01549346
881,-2498.23072059
882,-2318.98986186
883,-2284.29758942
884,-2250.70815413
885,-2840.43926354
886,-2714.73629085
887,-2475.58953964
888,-2571.29808786
889,-2558.17661789
890,-2685.84501737
891,-2470.58227371
892,-2276.41586538
893,-2578.70098551
894,-2335.03508746
895,-19.7568970923
896,-238.31401365
897,-183.889579539
898,-53.7063996401
899,-181.542679039
900,-90.6832716771
901,-2.22028718276
902,-0.140171258434
903,-22.8180936081
904,-13.979336384
905,-139.843502567
906,-70.3509118028
907,-101.132394357
908,-100.022950497
909,-99.4418537238
910,-100.162259811
911,-100.349486858
912,-98.2479098855
913,-100.115274156
914,-96.4740857232
915,-100.843988046
916,-99.9433066254
917,-102.063579556
918,-32.0305590872
919,-99.8615315653
920,-9.7046424482
921,-153.744293087
922,-181.050026254
923,-221.85238511
924,-160.373054349
925,-100.058716678
926,-90.3422824347
927,-1.90255231975
928,-113.216485023
929,-112.798321886
930,-100.669430651
931,-103.667298407
932,-99.5770152031
933,-102.148017812
934,-100.258564599
935,-51.1727521891
936,-99.5891676837
937,-99.152893506
938,-100.514976145
939,-100.116450045
940,-42.1749739826
941,-2526.70586262
942,-2534.81580396
943,-2448.51522256
944,-2652.51749557
945,-2680.97311321
946,-2599.47961485
947,-2508.03095012
948,-2171.01096885
949,-2607.08592723
950,-2415.70839005
951,-2542.57702219
952,-2373.959777
953,-2713.54205154
954,-2466.59685728
955,-2301.99951105
956,-2741.94860815
957,-2705.79787196
958,-2172.65213002
959,-2225.63422036
960,-2603.04757458
961,-2188.85102745
962,-2514.99832932
963,-2623.85341116
964,-2325.56719348
965,-2262.92797899
966,-2312.65426659
967,-2211.49550796
968,-2282.22405579
969,-2239.05296308
970,-2756.40516485
971,-2286.45701705
972,-2467.70698427
973,-2184.78767765
974,-2423.96891473
975,-2313.9046044
976,-2531.84093719
977,-2266.74804491
978,-2339.12698154
979,-2282.49413365
980,-230.586647501
981,-2694.1842771
982,-61.0178517664
983,-2176.81327413
984,-2167.64476358
985,-2172.17188877
986,-2197.05238528
987,-39.4356007687
988,-2555.50324449
989,-2393.81740459
990,-2747.09798247
991,-2448.04428062
992,-8.21571037498
993,-2256.78552464
994,-2662.72228248
995,-76.8376583585
996,-2842.16653641
997,-2169.34560086
998,-2608.79577692
999,-2717.24647534
1000,-2198.00125822
